,Longitude,Latitude,Crime,ethnicity,Legislation_simplified,Gender,Age range
6786,-0.066574,51.531054,0,Not stated,Criminal Evidence Act,Male,18-24
6787,-0.077259,51.527615,0,White,Criminal Evidence Act,Male,18-24
6788,-0.14454,51.510606,0,Black,Drugs,Male,18-24
6789,-0.138439,51.518162,0,Not stated,Drugs,Male,18-24
6790,,,0,Other,Criminal Evidence Act,Male,25-34
6791,-0.11968,51.560325,1,Black,Drugs,Male,over 34
6792,-0.11968,51.560325,0,Not stated,Drugs,Male,18-24
6793,,,0,Black,Criminal Evidence Act,Male,25-34
6794,-0.090837,51.387947,0,Not stated,Drugs,Male,Not stated
6795,-0.090837,51.387947,1,Not stated,Drugs,Male,18-24
6796,-0.01296,51.428541,0,White,Drugs,Male,18-24
6797,-0.01296,51.428541,0,White,Drugs,Male,25-34
6798,-0.125931,51.509312,0,Not stated,Drugs,Male,Not stated
6799,-0.18416,51.479338,1,White,Criminal Evidence Act,Male,18-24
6800,-0.193713,51.522956,0,Asian,Drugs,Male,Not stated
6801,-0.004142,51.422924,0,Black,Criminal Evidence Act,Male,25-34
6802,-0.193713,51.522956,0,Other,Drugs,Male,18-24
6803,-0.01296,51.428541,0,Black,Criminal Evidence Act,Male,18-24
6804,-0.01296,51.428541,0,Black,Criminal Evidence Act,Male,18-24
6805,-0.01296,51.428541,0,Black,Drugs,Male,18-24
6806,-0.145107,51.515111,0,White,Drugs,Male,25-34
6807,-0.129398,51.464773,1,Black,Criminal Evidence Act,Male,18-24
6808,,,0,Asian,Drugs,Male,18-24
6809,,,1,White,Drugs,Male,18-24
6810,-0.095591,51.572994,0,Not stated,Criminal Evidence Act,Male,10-17
6811,-0.292947,51.409492,0,White,Drugs,Male,Not stated
6812,-0.01068,51.463466,1,Black,Criminal Evidence Act,Male,25-34
6813,-0.301777,51.394306,0,White,Drugs,Male,18-24
6814,-0.013523,51.393667,0,White,Drugs,Male,18-24
6815,-0.013523,51.393667,0,Not stated,Drugs,Male,18-24
6816,-0.193713,51.522956,0,Not stated,Drugs,Male,Not stated
6817,0.062968,51.398209,0,White,Drugs,Male,18-24
6818,-0.013523,51.393667,0,White,Drugs,Male,10-17
6819,-0.075841,51.523977,1,Black,Criminal Evidence Act,Male,18-24
6820,-0.043963,51.52005,1,Not stated,Drugs,Not stated,Not stated
6821,-0.401184,51.600332,0,White,Criminal Evidence Act,Male,over 34
6822,-0.111209,51.549938,1,White,Criminal Evidence Act,Male,over 34
6823,-0.100795,51.373082,1,Not stated,Criminal Evidence Act,Male,Not stated
6824,-0.094931,51.526294,0,Black,Drugs,Male,Not stated
6825,0.016453,51.543002,1,Black,Drugs,Male,18-24
6826,,,0,Black,Criminal Evidence Act,Male,over 34
6827,0.044333,51.549497,0,Asian,Criminal Evidence Act,Male,Not stated
6828,0.008729,51.488117,1,Not stated,Criminal Evidence Act,Male,25-34
6829,-0.130801,51.513904,1,Not stated,Criminal Evidence Act,Male,over 34
6830,0.042975,51.453443,0,Not stated,Drugs,Male,over 34
6831,-0.167245,51.488535,1,Not stated,Criminal Evidence Act,Male,over 34
6832,0.042975,51.453443,0,Not stated,Drugs,Male,Not stated
6833,-0.126514,51.462425,0,Not stated,Drugs,Male,25-34
6834,0.008729,51.488117,1,Not stated,Criminal Evidence Act,Male,Not stated
6835,-0.127531,51.460777,0,Not stated,Criminal Evidence Act,Male,over 34
6836,-0.168437,51.516296,0,Not stated,Criminal Evidence Act,Female,Not stated
6837,-0.013523,51.393667,0,Not stated,Drugs,Male,18-24
6838,-0.191691,51.492845,0,White,Drugs,Male,18-24
6839,-0.18879,51.525308,0,Not stated,Criminal Evidence Act,Male,10-17
6840,-0.022078,51.447256,0,Black,Drugs,Male,18-24
6841,-0.135888,51.460236,0,Not stated,Criminal Evidence Act,Female,18-24
6842,-0.135888,51.460236,1,Not stated,Criminal Evidence Act,Female,18-24
6843,,,0,Black,Drugs,Male,25-34
6844,-0.13338,51.514988,0,White,Criminal Evidence Act,Male,18-24
6845,-0.004142,51.422924,0,Black,Criminal Evidence Act,Male,Not stated
6846,-0.004142,51.422924,0,Black,Criminal Evidence Act,Male,25-34
6847,-0.004142,51.422924,0,Black,Criminal Evidence Act,Male,Not stated
6848,-0.004142,51.422924,0,Black,Criminal Evidence Act,Male,Not stated
6849,-0.123185,51.467767,1,Black,Criminal Evidence Act,Male,18-24
6850,-0.004142,51.422924,0,Not stated,Criminal Evidence Act,Female,Not stated
6851,-0.120942,51.510437,0,Not stated,Drugs,Male,Not stated
6852,-0.011354,51.487047,0,Not stated,Criminal Evidence Act,Male,18-24
6853,-0.332096,51.520976,0,White,Criminal Evidence Act,Male,over 34
6854,0.049559,51.55089,1,Not stated,Criminal Evidence Act,Male,over 34
6855,0.049559,51.55089,1,Not stated,Criminal Evidence Act,Not stated,Not stated
6856,-0.096049,51.374219,0,White,Criminal Evidence Act,Male,Not stated
6857,,,0,White,Criminal Evidence Act,Male,over 34
6858,-0.137253,51.446859,0,Mixed,Criminal Evidence Act,Male,over 34
6859,-0.128996,51.510835,0,White,Drugs,Male,over 34
6860,-0.129961,51.51612,0,White,Drugs,Male,over 34
6861,-0.179437,51.516575,1,Not stated,Criminal Evidence Act,Male,10-17
6862,-0.179437,51.516575,1,White,Criminal Evidence Act,Male,18-24
6863,0.092243,51.54591,0,White,Drugs,Male,Not stated
6864,0.092243,51.54591,1,Asian,Drugs,Male,25-34
6865,-0.065239,51.518686,1,Other,Drugs,Male,25-34
6866,-0.142939,51.491858,0,White,Criminal Evidence Act,Male,25-34
6867,-0.33871,51.521439,0,Not stated,Criminal Evidence Act,Male,Not stated
6868,-0.134355,51.443818,0,Other,Criminal Evidence Act,Male,18-24
6869,,,0,White,Criminal Evidence Act,Male,over 34
6870,,,0,Black,Criminal Evidence Act,Female,over 34
6871,,,0,White,Criminal Evidence Act,Male,18-24
6872,-0.336403,51.522629,0,White,Criminal Evidence Act,Male,18-24
6873,-0.104586,51.345986,0,Not stated,Drugs,Male,over 34
6874,-0.134292,51.513833,0,Black,Criminal Evidence Act,Male,25-34
6875,-0.224922,51.519224,0,Other,Drugs,Male,over 34
6876,-0.423033,51.504313,1,White,Drugs,Male,over 34
6877,-0.303486,51.409906,0,White,Drugs,Male,over 34
6878,-0.005622,51.453335,0,Black,Drugs,Male,over 34
6879,-0.006171,51.452625,0,White,Drugs,Male,over 34
6880,-0.006171,51.452625,0,White,Drugs,Male,25-34
6881,0.130685,51.569481,1,Asian,Drugs,Male,18-24
6882,-0.170573,51.509369,0,White,Drugs,Male,18-24
6883,-0.366132,51.468059,0,White,Criminal Evidence Act,Female,18-24
6884,0.044643,51.550634,1,White,Drugs,Male,18-24
6885,-0.366132,51.468059,0,Not stated,Criminal Evidence Act,Female,10-17
6886,0.181817,51.447424,1,White,Drugs,Male,over 34
6887,-0.366132,51.468059,0,Not stated,Criminal Evidence Act,Female,18-24
6888,-0.179148,51.416772,1,Not stated,Criminal Evidence Act,Male,over 34
6889,-0.291843,51.410932,0,Black,Drugs,Male,18-24
6890,-0.161664,51.535937,0,White,Drugs,Male,over 34
6891,-0.209807,51.489696,0,Black,Drugs,Male,over 34
6892,-0.13338,51.514988,1,White,Drugs,Male,18-24
6893,-0.13338,51.514988,0,Other,Drugs,Male,over 34
6894,-0.145107,51.515111,0,White,Criminal Evidence Act,Male,10-17
6895,-0.208607,51.531322,0,Not stated,Drugs,Male,18-24
6896,-0.348942,51.534244,1,Not stated,Firearms,Male,Not stated
6897,0.010663,51.403345,1,Black,Drugs,Female,18-24
6898,-0.209807,51.489696,0,Not stated,Drugs,Male,over 34
6899,-0.165454,51.527751,1,Black,Drugs,Male,25-34
6900,-0.078835,51.503532,0,Black,Criminal Evidence Act,Male,18-24
6901,-0.124337,51.414037,0,Not stated,Drugs,Male,over 34
6902,0.211723,51.562873,0,White,Drugs,Male,18-24
6903,-0.013939,51.511749,0,Asian,Drugs,Male,25-34
6904,-0.17136,51.522825,0,Asian,Criminal Evidence Act,Male,18-24
6905,-0.013939,51.511749,0,Not stated,Drugs,Female,Not stated
6906,-0.165485,51.515144,1,Not stated,Drugs,Male,18-24
6907,-0.165485,51.515144,1,Asian,Drugs,Male,18-24
6908,0.006177,51.538565,1,Black,Drugs,Male,25-34
6909,-0.364407,51.57462,0,Not stated,Drugs,Male,25-34
6910,,,0,Not stated,Drugs,Male,18-24
6911,-0.132723,51.514132,0,Black,Criminal Evidence Act,Male,25-34
6912,-0.14043,51.519893,0,Not stated,Criminal Evidence Act,Male,25-34
6913,-0.375868,51.588295,0,Not stated,Drugs,Male,25-34
6914,-0.095591,51.572994,1,Black,Drugs,Male,10-17
6915,-0.079281,51.551838,1,White,Drugs,Female,over 34
6916,0.033084,51.533353,0,Black,Drugs,Male,over 34
6917,,,1,Mixed,Drugs,Male,25-34
6918,,,1,White,Drugs,Male,10-17
6919,-0.145107,51.515111,0,White,Criminal Evidence Act,Male,10-17
6920,-0.145107,51.515111,0,White,Criminal Evidence Act,Male,10-17
6921,-0.07293,51.592875,1,Asian,Criminal Evidence Act,Male,10-17
6922,-0.187663,51.513034,1,Black,Drugs,Male,18-24
6923,-0.147623,51.544736,0,Not stated,Drugs,Male,10-17
6924,0.012878,51.40533,0,White,Criminal Evidence Act,Female,10-17
6925,,,1,Black,Drugs,Male,18-24
6926,0.012878,51.40533,0,White,Criminal Evidence Act,Female,10-17
6927,-0.147623,51.544736,0,Not stated,Drugs,Male,10-17
6928,,,0,White,Drugs,Male,over 34
6929,-0.136358,51.497104,1,Other,Drugs,Male,18-24
6930,-0.033868,51.582047,1,Not stated,Criminal Evidence Act,Male,25-34
6931,-0.135555,51.514303,0,Black,Criminal Evidence Act,Male,18-24
6932,-0.03423,51.460851,1,Not stated,Criminal Evidence Act,Male,over 34
6933,-0.146589,51.542507,1,Mixed,Drugs,Male,18-24
6934,-0.146589,51.542507,1,White,Drugs,Female,18-24
6935,-0.379846,51.588484,0,Not stated,Criminal Evidence Act,Male,18-24
6936,,,1,White,Drugs,Female,over 34
6937,,,0,Mixed,Criminal Evidence Act,Male,10-17
6938,-0.016467,51.340525,0,Black,Criminal Evidence Act,Male,10-17
6939,-0.390459,51.535694,0,Asian,Criminal Evidence Act,Male,18-24
6940,-0.136358,51.497104,0,Not stated,Drugs,Male,over 34
6941,0.033084,51.533353,0,Black,Drugs,Male,over 34
6942,,,0,Black,Criminal Evidence Act,Male,18-24
6943,-0.250973,51.550306,1,Black,Drugs,Male,over 34
6944,-0.40816,51.450644,0,Black,Drugs,Male,10-17
6945,-0.174107,51.48947,0,White,Drugs,Male,10-17
6946,-0.102566,51.37785,0,Not stated,Criminal Evidence Act,Male,Not stated
6947,-0.102566,51.37785,0,Not stated,Criminal Evidence Act,Male,Not stated
6948,-0.40816,51.450644,0,Not stated,Drugs,Male,10-17
6949,-0.174107,51.48947,1,White,Drugs,Male,10-17
6950,-0.194652,51.50869,0,Not stated,Drugs,Male,10-17
6951,-0.076374,51.556467,1,White,Drugs,Female,Not stated
6952,-0.186023,51.482119,1,Other,Drugs,Male,10-17
6953,-0.048342,51.493487,0,Not stated,Criminal Evidence Act,Male,10-17
6954,-0.069047,51.412212,0,Not stated,Drugs,Male,25-34
6955,-0.133971,51.510051,0,Other,Criminal Evidence Act,Male,18-24
6956,-0.194652,51.50869,0,Not stated,Drugs,Female,10-17
6957,-0.321509,51.558395,0,Asian,Drugs,Male,18-24
6958,-0.194652,51.50869,0,Asian,Drugs,Male,10-17
6959,,,0,Not stated,Criminal Evidence Act,Male,10-17
6960,0.230693,51.605239,0,White,Drugs,Male,Not stated
6961,-0.321509,51.558395,0,Not stated,Drugs,Male,18-24
6962,-0.390459,51.535694,0,White,Drugs,Male,25-34
6963,-0.055183,51.381057,0,Black,Drugs,Male,18-24
6964,-0.055183,51.381057,0,Black,Drugs,Male,18-24
6965,-0.390459,51.535694,0,White,Drugs,Male,18-24
6966,-0.161536,51.404437,0,Not stated,Drugs,Male,18-24
6967,-0.055183,51.381057,1,Black,Drugs,Male,25-34
6968,-0.00491,51.591675,0,White,Criminal Evidence Act,Male,over 34
6969,-0.40816,51.450644,0,White,Drugs,Male,10-17
6970,-0.00491,51.591675,0,Other,Criminal Evidence Act,Male,over 34
6971,-0.00491,51.591675,0,Other,Criminal Evidence Act,Male,25-34
6972,-0.00491,51.591675,0,Other,Criminal Evidence Act,Male,25-34
6973,-0.359509,51.569966,0,Black,Criminal Evidence Act,Male,25-34
6974,-0.359509,51.569966,0,Black,Drugs,Male,18-24
6975,-0.322969,51.563038,1,Black,Drugs,Male,over 34
6976,,,0,Black,Criminal Evidence Act,Male,18-24
6977,-0.100183,51.548339,0,Not stated,Criminal Evidence Act,Male,10-17
6978,-0.152936,51.40664,0,Not stated,Criminal Evidence Act,Male,Not stated
6979,,,0,Black,Criminal Evidence Act,Male,18-24
6980,-0.080965,51.652608,0,Not stated,Drugs,Male,Not stated
6981,,,0,Black,Criminal Evidence Act,Male,10-17
6982,-0.150842,51.466003,1,Black,Criminal Evidence Act,Male,18-24
6983,-0.095537,51.605006,1,White,Drugs,Male,18-24
6984,-0.159769,51.5125,1,White,Drugs,Male,18-24
6985,-0.366132,51.468059,1,Not stated,Drugs,Male,over 34
6986,-0.299975,51.557527,0,Asian,Drugs,Male,18-24
6987,-0.424,51.50134,0,Mixed,Drugs,Male,10-17
6988,-0.424,51.50134,0,White,Drugs,Male,10-17
6989,-0.097214,51.598747,1,Black,Drugs,Male,25-34
6990,-0.424,51.50134,0,Mixed,Drugs,Female,10-17
6991,,,1,Black,Drugs,Male,10-17
6992,-0.097214,51.598747,0,Not stated,Drugs,Male,25-34
6993,-0.301601,51.560734,1,Black,Drugs,Male,18-24
6994,-0.040344,51.643862,0,White,Drugs,Male,18-24
6995,-0.301601,51.560734,0,Black,Drugs,Male,18-24
6996,-0.301601,51.560734,0,Black,Drugs,Male,18-24
6997,-0.322692,51.625817,0,Not stated,Drugs,Male,18-24
6998,-0.331617,51.613302,1,Asian,Drugs,Male,18-24
6999,-0.331617,51.613302,0,Asian,Drugs,Male,over 34
7000,-0.101457,51.427571,0,Not stated,Criminal Evidence Act,Male,10-17
7001,-0.101457,51.427571,0,Not stated,Drugs,Male,10-17
7002,-0.383118,51.512141,0,White,Drugs,Male,over 34
7003,-0.06713,51.408907,0,Not stated,Drugs,Male,Not stated
7004,-0.383118,51.512141,0,Asian,Drugs,Male,over 34
7005,-0.053373,51.510315,0,Asian,Drugs,Male,10-17
7006,-0.0387,51.644779,1,White,Drugs,Male,18-24
7007,0.011997,51.45664,0,White,Criminal Evidence Act,Male,10-17
7008,-0.477386,51.542699,0,Mixed,Criminal Evidence Act,Male,10-17
7009,,,0,Not stated,Criminal Evidence Act,Male,Not stated
7010,0.082375,51.54015,1,White,Criminal Evidence Act,Male,25-34
7011,-0.143704,51.411287,0,White,Criminal Evidence Act,Male,10-17
7012,-0.129158,51.459724,0,Black,Drugs,Male,25-34
7013,,,0,Black,Drugs,Male,10-17
7014,0.002606,51.550847,0,White,Drugs,Female,18-24
7015,,,0,White,Drugs,Male,25-34
7016,0.069631,51.552642,0,Asian,Drugs,Male,25-34
7017,0.070161,51.55891,0,Black,Drugs,Male,Not stated
7018,0.002606,51.550847,0,White,Drugs,Male,25-34
7019,-0.062862,51.513206,0,White,Drugs,Male,25-34
7020,-0.122145,51.530581,0,Black,Drugs,Male,25-34
7021,-0.376015,51.497898,0,Black,Drugs,Male,18-24
7022,-0.376015,51.497898,0,Not stated,Drugs,Male,18-24
7023,-0.376015,51.497898,0,Not stated,Drugs,Male,18-24
7024,-0.100795,51.373082,0,Black,Drugs,Female,over 34
7025,0.002606,51.550847,0,White,Drugs,Male,over 34
7026,,,0,Not stated,Drugs,Male,25-34
7027,-0.127701,51.507613,0,Not stated,Drugs,Male,Not stated
7028,-0.485642,51.529875,0,Black,Criminal Evidence Act,Male,10-17
7029,,,0,White,Criminal Evidence Act,Male,25-34
7030,,,1,White,Drugs,Male,18-24
7031,-0.418793,51.504444,0,White,Drugs,Male,18-24
7032,-0.252196,51.562428,1,Not stated,Drugs,Male,18-24
7033,-0.12741,51.525252,0,Not stated,Drugs,Male,Not stated
7034,-0.346806,51.568915,0,Mixed,Criminal Evidence Act,Male,10-17
7035,-0.088992,51.424293,0,Black,Criminal Evidence Act,Male,10-17
7036,-0.12741,51.525252,0,Asian,Drugs,Male,25-34
7037,,,0,Not stated,Drugs,Male,25-34
7038,-0.149702,51.545389,0,White,Drugs,Male,18-24
7039,-0.112542,51.567216,0,White,Drugs,Male,25-34
7040,-0.185401,51.461858,1,Black,Drugs,Female,25-34
7041,-0.36072,51.56439,1,Other,Drugs,Male,over 34
7042,,,0,Black,Drugs,Male,18-24
7043,0.069631,51.552642,0,Asian,Drugs,Male,over 34
7044,-0.36072,51.56439,1,Asian,Drugs,Male,over 34
7045,-0.144229,51.546643,0,Not stated,Drugs,Male,10-17
7046,-0.165128,51.554498,0,White,Drugs,Male,Not stated
7047,-0.075841,51.523977,0,Not stated,Drugs,Male,18-24
7048,-0.122145,51.530581,1,Black,Drugs,Male,18-24
7049,0.001993,51.535237,0,Asian,Drugs,Male,10-17
7050,-0.032937,51.531403,1,Asian,Drugs,Male,18-24
7051,-0.032937,51.531403,0,Asian,Drugs,Male,18-24
7052,-0.085935,51.427921,0,Not stated,Drugs,Male,over 34
7053,-0.111965,51.391788,0,Asian,Criminal Evidence Act,Male,10-17
7054,-0.139102,51.476771,1,White,Criminal Evidence Act,Male,18-24
7055,-0.081196,51.653655,1,White,Drugs,Male,over 34
7056,0.094159,51.550885,0,White,Drugs,Male,10-17
7057,-0.107181,51.388608,0,Black,Drugs,Male,10-17
7058,-0.0928,51.493454,1,Black,Drugs,Male,over 34
7059,,,1,Black,Drugs,Male,18-24
7060,-0.102213,51.440919,0,Not stated,Drugs,Male,18-24
7061,,,0,White,Drugs,Male,18-24
7062,-0.102213,51.440919,0,Not stated,Drugs,Male,25-34
7063,-0.062862,51.513206,0,White,Drugs,Male,25-34
7064,,,0,Not stated,Criminal Evidence Act,Male,Not stated
7065,,,0,Not stated,Drugs,Male,over 34
7066,0.070161,51.55891,0,White,Drugs,Male,25-34
7067,-0.057496,51.526876,1,White,Criminal Evidence Act,Male,10-17
7068,-0.057496,51.526876,1,White,Criminal Evidence Act,Male,10-17
7069,-0.122145,51.530581,0,Black,Drugs,Male,18-24
7070,-0.177602,51.423825,0,White,Drugs,Male,over 34
7071,-0.057496,51.526876,0,Not stated,Drugs,Male,18-24
7072,,,1,Other,Criminal Evidence Act,Male,10-17
7073,-0.107181,51.388608,0,Black,Drugs,Male,10-17
7074,-0.095537,51.605006,0,Black,Criminal Evidence Act,Male,18-24
7075,-0.095537,51.605006,0,Black,Criminal Evidence Act,Male,18-24
7076,-0.420841,51.496442,0,Asian,Drugs,Male,over 34
7077,,,0,White,Drugs,Female,25-34
7078,-0.057589,51.676953,0,Not stated,Drugs,Male,18-24
7079,-0.057589,51.676953,0,Not stated,Drugs,Male,25-34
7080,0.005866,51.524281,1,White,Drugs,Female,10-17
7081,-0.161533,51.479759,1,White,Drugs,Male,25-34
7082,,,1,Black,Criminal Evidence Act,Male,18-24
7083,,,0,Not stated,Drugs,Male,10-17
7084,-0.113287,51.470369,0,Not stated,Criminal Evidence Act,Male,10-17
7085,0.003103,51.501729,0,Not stated,Drugs,Male,10-17
7086,-0.167414,51.525254,0,Not stated,Drugs,Male,10-17
7087,-0.177602,51.423825,0,White,Criminal Evidence Act,Male,Not stated
7088,-0.091226,51.598308,0,Black,Criminal Evidence Act,Male,25-34
7089,-0.113287,51.470369,0,Black,Criminal Evidence Act,Male,10-17
7090,-0.068201,51.66586,1,White,Criminal Evidence Act,Male,over 34
7091,-0.009573,51.547097,1,Not stated,Criminal Evidence Act,Male,10-17
7092,,,1,White,Drugs,Male,18-24
7093,-0.03457,51.518266,1,Asian,Drugs,Male,over 34
7094,-0.423622,51.442535,1,Not stated,Drugs,Male,18-24
7095,-0.26465,51.553252,0,Black,Criminal Evidence Act,Male,18-24
7096,-0.07405,51.482348,0,Black,Drugs,Male,Not stated
7097,0.076951,51.536326,0,White,Drugs,Female,25-34
7098,0.001619,51.539524,1,Black,Drugs,Male,25-34
7099,-0.123379,51.485486,0,White,Drugs,Male,18-24
7100,0.007338,51.501027,0,Not stated,Criminal Evidence Act,Male,Not stated
7101,-0.181624,51.549962,1,Asian,Criminal Evidence Act,Male,over 34
7102,0.075189,51.570169,0,Not stated,Drugs,Male,Not stated
7103,-0.02091,51.488567,0,Asian,Drugs,Male,18-24
7104,0.007338,51.501027,0,Not stated,Criminal Evidence Act,Not stated,Not stated
7105,0.029796,51.590693,0,Asian,Criminal Evidence Act,Male,25-34
7106,-0.02091,51.488567,1,Asian,Criminal Evidence Act,Male,18-24
7107,-0.156269,51.511726,1,White,Criminal Evidence Act,Male,25-34
7108,0.067729,51.556506,0,Black,Drugs,Male,25-34
7109,0.004747,51.498473,0,Not stated,Criminal Evidence Act,Male,10-17
7110,-0.054419,51.500971,1,White,Criminal Evidence Act,Male,over 34
7111,-0.369288,51.52613,1,Black,Drugs,Male,18-24
7112,0.048548,51.550539,1,Black,Criminal Evidence Act,Male,over 34
7113,-0.309381,51.50692,1,Mixed,Drugs,Male,18-24
7114,0.068694,51.554574,1,Asian,Drugs,Male,over 34
7115,-0.253263,51.560573,1,White,Drugs,Male,25-34
7116,0.009937,51.496244,0,Not stated,Criminal Evidence Act,Male,10-17
7117,0.068694,51.554574,0,Not stated,Drugs,Male,over 34
7118,,,0,Not stated,Criminal Evidence Act,Male,25-34
7119,-0.057589,51.676953,0,White,Drugs,Male,25-34
7120,0.075189,51.570169,0,Asian,Drugs,Male,18-24
7121,0.003103,51.501729,0,Other,Drugs,Male,10-17
7122,0.009937,51.496244,0,Not stated,Criminal Evidence Act,Male,Not stated
7123,-0.057589,51.676953,0,Not stated,Drugs,Not stated,Not stated
7124,-0.162744,51.535981,0,Not stated,Drugs,Male,25-34
7125,-0.018168,51.517567,1,Asian,Drugs,Male,18-24
7126,-0.249584,51.530133,1,Black,Drugs,Female,18-24
7127,-0.033499,51.493248,0,Black,Criminal Evidence Act,Male,10-17
7128,,,0,Asian,Drugs,Male,over 34
7129,-0.054419,51.500971,1,White,Criminal Evidence Act,Male,18-24
7130,-0.226749,51.45473,1,Black,Criminal Evidence Act,Male,10-17
7131,-0.033499,51.493248,0,Not stated,Criminal Evidence Act,Male,Not stated
7132,-0.230873,51.452284,0,Black,Criminal Evidence Act,Male,18-24
7133,-0.472466,51.513455,1,Black,Drugs,Male,25-34
7134,-0.335518,51.557192,0,White,Drugs,Male,18-24
7135,0.075189,51.570169,0,Black,Drugs,Female,Not stated
7136,-0.10008,51.373008,1,Not stated,Drugs,Male,25-34
7137,-0.073327,51.500195,0,Not stated,Drugs,Male,Not stated
7138,-0.11795,51.401812,0,Not stated,Criminal Evidence Act,Male,10-17
7139,,,0,Black,Drugs,Male,18-24
7140,-0.472466,51.513455,0,Not stated,Drugs,Male,25-34
7141,-0.11795,51.401812,0,Not stated,Criminal Evidence Act,Male,10-17
7142,0.062788,51.557933,0,Asian,Drugs,Male,over 34
7143,-0.318269,51.512065,0,Not stated,Criminal Evidence Act,Not stated,Not stated
7144,,,0,Asian,Drugs,Male,25-34
7145,,,1,Mixed,Drugs,Male,18-24
7146,0.223049,51.600411,0,White,Drugs,Female,25-34
7147,-0.222634,51.45617,0,Not stated,Criminal Evidence Act,Male,18-24
7148,-0.011646,51.38324,0,Not stated,Drugs,Male,Not stated
7149,-0.424,51.50134,1,Black,Drugs,Male,10-17
7150,-0.00644,51.376056,0,White,Drugs,Male,25-34
7151,-0.00491,51.591675,0,White,Criminal Evidence Act,Male,25-34
7152,-0.380268,51.503514,0,White,Drugs,Female,25-34
7153,-0.040334,51.592803,0,Asian,Drugs,Male,Not stated
7154,-0.380268,51.503514,0,Asian,Drugs,Male,over 34
7155,,,1,Black,Drugs,Male,10-17
7156,,,0,Other,Criminal Evidence Act,Male,18-24
7157,0.070161,51.55891,0,White,Criminal Evidence Act,Male,25-34
7158,-0.019479,51.590987,1,White,Criminal Evidence Act,Male,10-17
7159,-0.262082,51.564238,1,Asian,Drugs,Male,25-34
7160,-0.422408,51.43768,1,Asian,Criminal Evidence Act,Male,10-17
